objectid,event_month,event_dow,event_hour,event_type
194203,January,Tuesday,20,Suicide-related
194204,January,Tuesday,20,Suicide-related
194207,January,Tuesday,1,Suicide-related
194208,January,Tuesday,5,Suicide-related
194211,January,Tuesday,14,Suicide-related
194212,January,Tuesday,2,Suicide-related
194216,January,Tuesday,11,Suicide-related
194217,January,Tuesday,8,Suicide-related
194219,January,Tuesday,11,Suicide-related
194220,January,Tuesday,23,Suicide-related
194222,January,Tuesday,4,Suicide-related
194226,January,Wednesday,13,Suicide-related
194227,January,Wednesday,21,Suicide-related
194234,January,Wednesday,22,Suicide-related
194238,January,Wednesday,21,Suicide-related
194239,January,Wednesday,14,Suicide-related
194241,January,Wednesday,18,Suicide-related
194242,January,Wednesday,11,Suicide-related
194243,January,Wednesday,6,Suicide-related
194244,January,Wednesday,4,Suicide-related
194245,January,Wednesday,0,Suicide-related
194246,January,Wednesday,23,Suicide-related
194248,January,Wednesday,21,Suicide-related
194249,January,Wednesday,10,Suicide-related
194253,January,Wednesday,15,Suicide-related
194258,January,Wednesday,19,Suicide-related
194261,January,Wednesday,22,Suicide-related
194267,January,Wednesday,13,Suicide-related
194277,January,Wednesday,13,Suicide-related
194279,January,Wednesday,15,Suicide-related
194283,January,Wednesday,9,Suicide-related
194285,January,Wednesday,9,Suicide-related
194296,January,Wednesday,13,Suicide-related
194301,January,Wednesday,14,Suicide-related
194303,January,Wednesday,16,Suicide-related
194304,January,Wednesday,19,Suicide-related
194309,January,Wednesday,17,Suicide-related
194314,January,Wednesday,5,Suicide-related
194315,January,Wednesday,17,Suicide-related
194316,January,Wednesday,23,Suicide-related
194318,January,Wednesday,17,Suicide-related
194332,January,Thursday,0,Suicide-related
194338,January,Thursday,15,Suicide-related
194340,January,Thursday,4,Suicide-related
194348,January,Thursday,16,Suicide-related
194350,January,Thursday,9,Suicide-related
194351,January,Thursday,9,Suicide-related
194352,January,Thursday,20,Suicide-related
194359,January,Thursday,8,Suicide-related
194360,January,Thursday,19,Suicide-related
194361,January,Thursday,14,Suicide-related
194363,January,Thursday,22,Suicide-related
194370,January,Thursday,12,Suicide-related
194373,January,Thursday,20,Suicide-related
194374,January,Thursday,19,Suicide-related
194375,January,Thursday,5,Suicide-related
194381,January,Thursday,18,Suicide-related
194383,January,Thursday,8,Suicide-related
194387,January,Thursday,10,Suicide-related
194388,January,Thursday,22,Suicide-related
194389,January,Thursday,1,Suicide-related
194392,January,Thursday,16,Suicide-related
194393,January,Thursday,11,Suicide-related
194394,January,Thursday,9,Suicide-related
194395,January,Thursday,17,Suicide-related
194400,January,Thursday,14,Suicide-related
194401,January,Thursday,11,Suicide-related
194402,January,Thursday,21,Suicide-related
194404,January,Thursday,18,Suicide-related
194407,January,Thursday,13,Suicide-related
194414,January,Thursday,18,Suicide-related
194416,January,Thursday,4,Suicide-related
194418,January,Thursday,0,Suicide-related
194421,January,Thursday,18,Suicide-related
194422,January,Thursday,3,Suicide-related
194425,January,Thursday,6,Suicide-related
194430,January,Friday,17,Suicide-related
194432,January,Friday,15,Suicide-related
194433,January,Friday,4,Suicide-related
194435,January,Friday,13,Suicide-related
194439,January,Friday,11,Suicide-related
194441,January,Friday,12,Suicide-related
194447,January,Friday,17,Suicide-related
194455,January,Friday,1,Suicide-related
194456,January,Friday,23,Suicide-related
194457,January,Friday,9,Suicide-related
194466,January,Friday,13,Suicide-related
194467,January,Friday,15,Suicide-related
194468,January,Friday,12,Suicide-related
194479,January,Friday,18,Suicide-related
194489,January,Friday,12,Suicide-related
194490,January,Friday,20,Suicide-related
194492,January,Friday,2,Suicide-related
194495,January,Friday,22,Suicide-related
194507,January,Friday,13,Suicide-related
194513,January,Friday,14,Suicide-related
194516,January,Friday,17,Suicide-related
194519,January,Friday,12,Suicide-related
194524,January,Friday,19,Suicide-related
194525,January,Friday,11,Suicide-related
194528,January,Friday,11,Suicide-related
194534,January,Friday,7,Suicide-related
194548,January,Saturday,18,Suicide-related
194550,January,Saturday,20,Suicide-related
194555,January,Saturday,16,Suicide-related
194557,January,Saturday,18,Suicide-related
194559,January,Saturday,12,Suicide-related
194570,January,Saturday,0,Suicide-related
194578,January,Saturday,21,Suicide-related
194580,January,Saturday,21,Suicide-related
194583,January,Saturday,15,Suicide-related
194586,January,Saturday,17,Suicide-related
194591,January,Saturday,19,Suicide-related
194593,January,Saturday,15,Suicide-related
194597,January,Saturday,16,Suicide-related
194598,January,Saturday,16,Suicide-related
194600,January,Saturday,1,Suicide-related
194611,January,Saturday,1,Suicide-related
194612,January,Saturday,18,Suicide-related
194613,January,Saturday,18,Suicide-related
194614,January,Saturday,11,Suicide-related
194617,January,Saturday,15,Suicide-related
194619,January,Saturday,22,Suicide-related
194623,January,Saturday,17,Suicide-related
194627,January,Saturday,0,Suicide-related
194631,January,Sunday,0,Suicide-related
194634,January,Sunday,13,Suicide-related
194639,January,Sunday,14,Suicide-related
194647,January,Sunday,14,Suicide-related
194648,January,Sunday,19,Suicide-related
194649,January,Sunday,15,Suicide-related
194650,January,Sunday,11,Suicide-related
194651,January,Sunday,18,Suicide-related
194652,January,Sunday,14,Suicide-related
194663,January,Sunday,8,Suicide-related
194665,January,Sunday,21,Suicide-related
194669,January,Sunday,13,Suicide-related
194672,January,Sunday,23,Suicide-related
194675,January,Sunday,20,Suicide-related
194676,January,Sunday,17,Suicide-related
194677,January,Sunday,5,Suicide-related
194678,January,Sunday,6,Suicide-related
194679,January,Sunday,9,Suicide-related
194683,January,Sunday,14,Suicide-related
194686,January,Sunday,23,Suicide-related
194687,January,Sunday,22,Suicide-related
194690,January,Sunday,12,Suicide-related
194692,January,Sunday,23,Suicide-related
194702,January,Sunday,7,Suicide-related
194707,January,Sunday,0,Suicide-related
194712,January,Sunday,19,Suicide-related
194718,January,Sunday,14,Suicide-related
194721,January,Sunday,16,Suicide-related
194723,January,Sunday,12,Suicide-related
194725,January,Sunday,16,Suicide-related
194727,January,Sunday,1,Suicide-related
194740,February,Monday,23,Suicide-related
194747,February,Monday,16,Suicide-related
194749,February,Monday,22,Suicide-related
194758,February,Monday,21,Suicide-related
194761,February,Monday,21,Suicide-related
194763,February,Monday,8,Suicide-related
194768,February,Monday,11,Suicide-related
194775,February,Monday,15,Suicide-related
194779,February,Monday,21,Suicide-related
194784,February,Monday,1,Suicide-related
194786,February,Monday,13,Suicide-related
194789,February,Monday,13,Suicide-related
194793,February,Monday,13,Suicide-related
194795,February,Monday,17,Suicide-related
194797,February,Monday,1,Suicide-related
194798,February,Monday,11,Suicide-related
194801,February,Monday,17,Suicide-related
194805,February,Monday,20,Suicide-related
194807,February,Monday,15,Suicide-related
194808,February,Monday,17,Suicide-related
194810,February,Monday,16,Suicide-related
194811,February,Monday,16,Suicide-related
194812,February,Monday,15,Suicide-related
194816,February,Monday,11,Suicide-related
194819,February,Monday,20,Suicide-related
194823,February,Monday,15,Suicide-related
194824,February,Monday,16,Suicide-related
194829,February,Monday,23,Suicide-related
194832,February,Monday,0,Suicide-related
194839,February,Tuesday,15,Suicide-related
194845,February,Tuesday,15,Suicide-related
194847,February,Tuesday,19,Suicide-related
194848,February,Tuesday,10,Suicide-related
194850,February,Tuesday,21,Suicide-related
194852,February,Tuesday,10,Suicide-related
194855,February,Tuesday,22,Suicide-related
194858,February,Tuesday,22,Suicide-related
194859,February,Tuesday,2,Suicide-related
194862,February,Tuesday,10,Suicide-related
194868,February,Tuesday,15,Suicide-related
194871,February,Tuesday,17,Suicide-related
194874,February,Tuesday,21,Suicide-related
194880,February,Tuesday,12,Suicide-related
194882,February,Tuesday,16,Suicide-related
194885,February,Tuesday,13,Suicide-related
194886,February,Tuesday,22,Suicide-related
194888,February,Tuesday,0,Suicide-related
194892,February,Tuesday,18,Suicide-related
