objectid,event_type,hood_158
27935,Suicide-related,107
27937,Suicide-related,1
27940,Suicide-related,4
27941,Suicide-related,120
27948,Suicide-related,40
27950,Suicide-related,36
27951,Suicide-related,50
27953,Suicide-related,139
27968,Suicide-related,73
27969,Suicide-related,97
27970,Suicide-related,90
27971,Suicide-related,141
27972,Suicide-related,50
27977,Suicide-related,170
27978,Suicide-related,85
27981,Suicide-related,164
27982,Suicide-related,109
27983,Suicide-related,72
27994,Suicide-related,7
28002,Suicide-related,123
28003,Suicide-related,162
28004,Suicide-related,174
28006,Suicide-related,85
28008,Suicide-related,40
28011,Suicide-related,40
28014,Suicide-related,59
28018,Suicide-related,170
28020,Suicide-related,40
28022,Suicide-related,7
28024,Suicide-related,6
28027,Suicide-related,88
28028,Suicide-related,27
28029,Suicide-related,91
28034,Suicide-related,85
28044,Suicide-related,68
28050,Suicide-related,151
28051,Suicide-related,165
28053,Suicide-related,79
28056,Suicide-related,79
28061,Suicide-related,151
28067,Suicide-related,55
28068,Suicide-related,79
28070,Suicide-related,100
28071,Suicide-related,88
28072,Suicide-related,34
28076,Suicide-related,69
28093,Suicide-related,60
28094,Suicide-related,87
28095,Suicide-related,113
28098,Suicide-related,168
28103,Suicide-related,161
28104,Suicide-related,57
28107,Suicide-related,9
28108,Suicide-related,55
28109,Suicide-related,150
28110,Suicide-related,174
28113,Suicide-related,39
28116,Suicide-related,68
28119,Suicide-related,78
28121,Suicide-related,33
28123,Suicide-related,83
28125,Suicide-related,12
28127,Suicide-related,129
28131,Suicide-related,92
28132,Suicide-related,169
28133,Suicide-related,65
28139,Suicide-related,83
28140,Suicide-related,32
28143,Suicide-related,170
28144,Suicide-related,73
28145,Suicide-related,1
28146,Suicide-related,65
28149,Suicide-related,27
28151,Suicide-related,27
28152,Suicide-related,68
28161,Suicide-related,135
28169,Suicide-related,53
28170,Suicide-related,36
28173,Suicide-related,112
28179,Suicide-related,101
28182,Suicide-related,102
28188,Suicide-related,94
28193,Suicide-related,159
28195,Suicide-related,95
28198,Suicide-related,43
28202,Suicide-related,157
28206,Suicide-related,120
28217,Suicide-related,78
28221,Suicide-related,152
28227,Suicide-related,43
28235,Suicide-related,96
28237,Suicide-related,34
28239,Suicide-related,163
28247,Suicide-related,99
28248,Suicide-related,16
28249,Suicide-related,83
28252,Suicide-related,124
28255,Suicide-related,80
28258,Suicide-related,150
28265,Suicide-related,124
28278,Suicide-related,171
28283,Suicide-related,30
28285,Suicide-related,164
28292,Suicide-related,6
28299,Suicide-related,60
28301,Suicide-related,174
28310,Suicide-related,68
28312,Suicide-related,71
28314,Suicide-related,165
28322,Suicide-related,71
28324,Suicide-related,160
28325,Suicide-related,164
28326,Suicide-related,57
28333,Suicide-related,39
28334,Suicide-related,111
28336,Suicide-related,27
28340,Suicide-related,150
28343,Suicide-related,163
28345,Suicide-related,36
28349,Suicide-related,100
28361,Suicide-related,54
28364,Suicide-related,122
28365,Suicide-related,122
28368,Suicide-related,74
28369,Suicide-related,174
28373,Suicide-related,135
28374,Suicide-related,73
28375,Suicide-related,108
28376,Suicide-related,74
28378,Suicide-related,153
28379,Suicide-related,16
28384,Suicide-related,42
28400,Suicide-related,73
28402,Suicide-related,80
28403,Suicide-related,169
28407,Suicide-related,139
28410,Suicide-related,70
28415,Suicide-related,25
28416,Suicide-related,70
28417,Suicide-related,158
28418,Suicide-related,24
28425,Suicide-related,62
28433,Suicide-related,156
28436,Suicide-related,162
28437,Suicide-related,12
28439,Suicide-related,18
28440,Suicide-related,79
28441,Suicide-related,16
28443,Suicide-related,166
28451,Suicide-related,160
28452,Suicide-related,47
28460,Suicide-related,169
28461,Suicide-related,95
28465,Suicide-related,11
28474,Suicide-related,124
28479,Suicide-related,31
28480,Suicide-related,166
28482,Suicide-related,32
28487,Suicide-related,115
28493,Suicide-related,73
28495,Suicide-related,30
28497,Suicide-related,159
28498,Suicide-related,124
28501,Suicide-related,73
28503,Suicide-related,106
28506,Suicide-related,171
28510,Suicide-related,94
28511,Suicide-related,167
28518,Suicide-related,91
28519,Suicide-related,37
28521,Suicide-related,27
28523,Suicide-related,1
28524,Suicide-related,70
28531,Suicide-related,136
28534,Suicide-related,47
28535,Suicide-related,62
28539,Suicide-related,9
28540,Suicide-related,1
28541,Suicide-related,155
28546,Suicide-related,163
28553,Suicide-related,107
28562,Suicide-related,174
28564,Suicide-related,87
28568,Suicide-related,85
28570,Suicide-related,85
28582,Suicide-related,38
28583,Suicide-related,120
28599,Suicide-related,86
28608,Suicide-related,169
28610,Suicide-related,39
28615,Suicide-related,54
28620,Suicide-related,124
28623,Suicide-related,69
28627,Suicide-related,120
28628,Suicide-related,80
28632,Suicide-related,114
28633,Suicide-related,85
28635,Suicide-related,85
28639,Suicide-related,114
28640,Suicide-related,37
28653,Suicide-related,95
28665,Suicide-related,168
28667,Suicide-related,27
28670,Suicide-related,170
28679,Suicide-related,47
28680,Suicide-related,142
28681,Suicide-related,27
28685,Suicide-related,107
28686,Suicide-related,154
28687,Suicide-related,87
28690,Suicide-related,58
28691,Suicide-related,22
28702,Suicide-related,65
28708,Suicide-related,162
28709,Suicide-related,126
28710,Suicide-related,1
28713,Suicide-related,163
28720,Suicide-related,95
28721,Suicide-related,73
28724,Suicide-related,63
28729,Suicide-related,111
28731,Suicide-related,89
28732,Suicide-related,36
28736,Suicide-related,120
28737,Suicide-related,136
28739,Suicide-related,6
28740,Suicide-related,59
28743,Suicide-related,166
28749,Suicide-related,136
28753,Suicide-related,8
28754,Suicide-related,85
28756,Suicide-related,89
28757,Suicide-related,83
28758,Suicide-related,128
28760,Suicide-related,166
28762,Suicide-related,166
28763,Suicide-related,73
28766,Suicide-related,70
28772,Suicide-related,162
28777,Suicide-related,24
28781,Suicide-related,87
28783,Suicide-related,89
28788,Suicide-related,65
28791,Suicide-related,116
28793,Suicide-related,44
28797,Suicide-related,98
28798,Suicide-related,165
28809,Suicide-related,8
28812,Suicide-related,47
28814,Suicide-related,95
28816,Suicide-related,141
28820,Suicide-related,126
28825,Suicide-related,83
28827,Suicide-related,73
28836,Suicide-related,169
28838,Suicide-related,70
28845,Suicide-related,71
28846,Suicide-related,78
28848,Suicide-related,88
28849,Suicide-related,35
28850,Suicide-related,80
28851,Suicide-related,73
28855,Suicide-related,152
28856,Suicide-related,78
28857,Suicide-related,166
28861,Suicide-related,113
28862,Suicide-related,166
28864,Suicide-related,153
28865,Suicide-related,168
28869,Suicide-related,58
28872,Suicide-related,174
28875,Suicide-related,171
28881,Suicide-related,122
28883,Suicide-related,71
28890,Suicide-related,166
28892,Suicide-related,170
28894,Suicide-related,6
28896,Suicide-related,59
28897,Suicide-related,40
28900,Suicide-related,87
28901,Suicide-related,120
28904,Suicide-related,154
28905,Suicide-related,54
28906,Suicide-related,85
28908,Suicide-related,22
28910,Suicide-related,167
28913,Suicide-related,8
28915,Suicide-related,85
28917,Suicide-related,122
28918,Suicide-related,135
28921,Suicide-related,107
28926,Suicide-related,71
28927,Suicide-related,119
28929,Suicide-related,47
28933,Suicide-related,32
28936,Suicide-related,85
28942,Suicide-related,113
28945,Suicide-related,32
28946,Suicide-related,73
28947,Suicide-related,34
28948,Suicide-related,140
28949,Suicide-related,79
28952,Suicide-related,95
28954,Suicide-related,91
28955,Suicide-related,84
28956,Suicide-related,172
28960,Suicide-related,57
28962,Suicide-related,70
28963,Suicide-related,85
28969,Suicide-related,40
28970,Suicide-related,2
28972,Suicide-related,78
28979,Suicide-related,22
28980,Suicide-related,162
28983,Suicide-related,37
28984,Suicide-related,43
28986,Suicide-related,95
28988,Suicide-related,9
28991,Suicide-related,13
28993,Suicide-related,136
29000,Suicide-related,70
29001,Suicide-related,98
29003,Suicide-related,167
29007,Suicide-related,110
29025,Suicide-related,41
29027,Suicide-related,39
29028,Suicide-related,168
29032,Suicide-related,163
29033,Suicide-related,145
29034,Suicide-related,170
29037,Suicide-related,4
29038,Suicide-related,115
29040,Suicide-related,9
29044,Suicide-related,84
29046,Suicide-related,40
29051,Suicide-related,122
29052,Suicide-related,105
29053,Suicide-related,122
29056,Suicide-related,33
29059,Suicide-related,110
29061,Suicide-related,40
29062,Suicide-related,123
29064,Suicide-related,135
29069,Suicide-related,159
29070,Suicide-related,74
29071,Suicide-related,119
29073,Suicide-related,136
29075,Suicide-related,37
29078,Suicide-related,78
29082,Suicide-related,171
29084,Suicide-related,78
29085,Suicide-related,107
29086,Suicide-related,141
29092,Suicide-related,91
29093,Suicide-related,135
29097,Suicide-related,129
29102,Suicide-related,159
29104,Suicide-related,68
29116,Suicide-related,159
29123,Suicide-related,120
29126,Suicide-related,25
29139,Suicide-related,162
29145,Suicide-related,92
29154,Suicide-related,171
29157,Suicide-related,101
29162,Suicide-related,121
29165,Suicide-related,165
29169,Suicide-related,100
29171,Suicide-related,122
29173,Suicide-related,73
29177,Suicide-related,30
29178,Suicide-related,135
29185,Suicide-related,143
29189,Suicide-related,55
29192,Suicide-related,113
29196,Suicide-related,120
29198,Suicide-related,122
29202,Suicide-related,129
29204,Suicide-related,170
29210,Suicide-related,95
29213,Suicide-related,171
29218,Suicide-related,66
29221,Suicide-related,166
29223,Suicide-related,37
29226,Suicide-related,170
29237,Suicide-related,167
29239,Suicide-related,43
29240,Suicide-related,118
29241,Suicide-related,159
29244,Suicide-related,8
29246,Suicide-related,135
29247,Suicide-related,159
29256,Suicide-related,169
29258,Suicide-related,171
29265,Suicide-related,18
29269,Suicide-related,166
29272,Suicide-related,136
29273,Suicide-related,152
29274,Suicide-related,71
29279,Suicide-related,4
29283,Suicide-related,153
29285,Suicide-related,161
29289,Suicide-related,149
29293,Suicide-related,119
29297,Suicide-related,18
29301,Suicide-related,166
29302,Suicide-related,87
29304,Suicide-related,159
29305,Suicide-related,130
29306,Suicide-related,78
29308,Suicide-related,90
29309,Suicide-related,97
29310,Suicide-related,164
29312,Suicide-related,142
29315,Suicide-related,171
29318,Suicide-related,136
29321,Suicide-related,166
29327,Suicide-related,103
29335,Suicide-related,166
29347,Suicide-related,171
29350,Suicide-related,100
29359,Suicide-related,2
29361,Suicide-related,84
29370,Suicide-related,170
29372,Suicide-related,95
29373,Suicide-related,78
29378,Suicide-related,107
29384,Suicide-related,166
29386,Suicide-related,166
29387,Suicide-related,85
29389,Suicide-related,68
29394,Suicide-related,166
29395,Suicide-related,42
29396,Suicide-related,70
29397,Suicide-related,95
29401,Suicide-related,142
29407,Suicide-related,171
29411,Suicide-related,154
29413,Suicide-related,83
29416,Suicide-related,170
29418,Suicide-related,152
29419,Suicide-related,27
29420,Suicide-related,122
29422,Suicide-related,153
29428,Suicide-related,73
29430,Suicide-related,85
29435,Suicide-related,116
29437,Suicide-related,7
29444,Suicide-related,59
29446,Suicide-related,1
29452,Suicide-related,87
29455,Suicide-related,32
29458,Suicide-related,56
29461,Suicide-related,167
29466,Suicide-related,138
29467,Suicide-related,142
29468,Suicide-related,90
29469,Suicide-related,62
29473,Suicide-related,163
29474,Suicide-related,136
29476,Suicide-related,150
29478,Suicide-related,1
29479,Suicide-related,54
29483,Suicide-related,31
29484,Suicide-related,170
29486,Suicide-related,70
29492,Suicide-related,119
29493,Suicide-related,110
29495,Suicide-related,40
29501,Suicide-related,123
29503,Suicide-related,170
29504,Suicide-related,69
29505,Suicide-related,153
29507,Suicide-related,168
29508,Suicide-related,29
29509,Suicide-related,88
29518,Suicide-related,73
29520,Suicide-related,166
29521,Suicide-related,119
29528,Suicide-related,8
29529,Suicide-related,81
29532,Suicide-related,162
29535,Suicide-related,73
29536,Suicide-related,155
29539,Suicide-related,25
29542,Suicide-related,73
29543,Suicide-related,170
29545,Suicide-related,155
29546,Suicide-related,48
29547,Suicide-related,171
29555,Suicide-related,98
29558,Suicide-related,43
29559,Suicide-related,62
29568,Suicide-related,87
29575,Suicide-related,110
29577,Suicide-related,2
29585,Suicide-related,170
29591,Suicide-related,63
29593,Suicide-related,11
29594,Suicide-related,85
29595,Suicide-related,56
29604,Suicide-related,16
29607,Suicide-related,151
29609,Suicide-related,139
29610,Suicide-related,72
29611,Suicide-related,88
29613,Suicide-related,25
29615,Suicide-related,79
29617,Suicide-related,122
29620,Suicide-related,21
29621,Suicide-related,71
29626,Suicide-related,3
29627,Suicide-related,85
29628,Suicide-related,136
29634,Suicide-related,166
29646,Suicide-related,25
29649,Suicide-related,146
29652,Suicide-related,123
29653,Suicide-related,1
29660,Suicide-related,174
29665,Suicide-related,168
29667,Suicide-related,5
29668,Suicide-related,57
29672,Suicide-related,88
29676,Suicide-related,124
29684,Suicide-related,118
29685,Suicide-related,40
29689,Suicide-related,63
29691,Suicide-related,16
29699,Suicide-related,68
29702,Suicide-related,88
29708,Suicide-related,141
29711,Suicide-related,79
29712,Suicide-related,73
29714,Suicide-related,85
29720,Suicide-related,90
29724,Suicide-related,140
29727,Suicide-related,92
29728,Suicide-related,170
29733,Suicide-related,89
29735,Suicide-related,154
29739,Suicide-related,174
29740,Suicide-related,105
29741,Suicide-related,160
29742,Suicide-related,170
29745,Suicide-related,57
29747,Suicide-related,68
29748,Suicide-related,111
29749,Suicide-related,73
29751,Suicide-related,43
29754,Suicide-related,100
29755,Suicide-related,141
29761,Suicide-related,122
29762,Suicide-related,107
29763,Suicide-related,107
29765,Suicide-related,136
29766,Suicide-related,56
29768,Suicide-related,12
29769,Suicide-related,70
29770,Suicide-related,78
29771,Suicide-related,62
29772,Suicide-related,170
29773,Suicide-related,119
29775,Suicide-related,166
29776,Suicide-related,95
29782,Suicide-related,85
29783,Suicide-related,97
29787,Suicide-related,129
29788,Suicide-related,56
29789,Suicide-related,6
29791,Suicide-related,20
29794,Suicide-related,36
29798,Suicide-related,170
29799,Suicide-related,57
29802,Suicide-related,165
29803,Suicide-related,87
29804,Suicide-related,56
29805,Suicide-related,121
29807,Suicide-related,162
29814,Suicide-related,78
29815,Suicide-related,19
29822,Suicide-related,169
29833,Suicide-related,169
29834,Suicide-related,124
29839,Suicide-related,71
29847,Suicide-related,79
29850,Suicide-related,136
29852,Suicide-related,79
29853,Suicide-related,168
29854,Suicide-related,138
29862,Suicide-related,171
29869,Suicide-related,71
29870,Suicide-related,6
29873,Suicide-related,85
29880,Suicide-related,27
29886,Suicide-related,166
29889,Suicide-related,97
29890,Suicide-related,88
29891,Suicide-related,85
29894,Suicide-related,32
29897,Suicide-related,65
29901,Suicide-related,136
29906,Suicide-related,167
29909,Suicide-related,153
29910,Suicide-related,53
29912,Suicide-related,62
29913,Suicide-related,49
29915,Suicide-related,7
